Partner,Year,Actual,Predicted,Model,Actual_norm,Pred_norm
IND,2019,12.28,9.088047951530298,Stacking,0.3574580759046778,3.0907328824581495e-06
IND,2019,9.06,7.940376804945131,Stacking,0.2153574580759047,2.9462960572160583e-06
IND,2019,7.26,5.207493103959467,Stacking,0.1359223300970874,2.602356901212424e-06
IND,2019,6.15,5.601312688180037,Stacking,0.0869373345101501,2.65191992336579e-06
IND,2019,18.8,9.403136378103836,Stacking,0.6451897616946162,3.1303874229946276e-06
IND,2020,11.77,13.461769240763031,Stacking,0.3349514563106796,3.641174896610191e-06
IND,2020,6.92,9.34686136008446,Stacking,0.12091791703442192,3.123305093733894e-06
IND,2020,18.72,19.996408950954923,Stacking,0.6416593115622241,4.463573034482149e-06
IND,2020,6.05,6.210462940630611,Stacking,0.08252427184466019,2.7285827625607718e-06
IND,2020,6.38,5.921578070187017,Stacking,0.09708737864077674,2.6922259946211948e-06
IND,2020,23.73,21.63641800800201,Stacking,0.8627537511032658,4.6699716202381596e-06
IND,2020,8.91,8.787842715070859,Stacking,0.20873786407766995,3.052951422669542e-06
IND,2021,9.18,9.6773594010527,Stacking,0.2206531332744925,3.1648989666200593e-06
IND,2021,6.84,6.408576275724083,Stacking,0.11738746690203003,2.753515742050729e-06
IND,2021,22.84,17.424651462887695,Stacking,0.823477493380406,4.1399119509267645e-06
IND,2021,21.3,21.816968426798727,Stacking,0.7555163283318623,4.692694269809617e-06
IND,2021,7.09,6.269450871953285,Stacking,0.12842012356575463,2.7360065176609995e-06
IND,2021,7.25,5.166002879531479,Stacking,0.13548102383053842,2.59713526929043e-06
IND,2021,11.21,11.198686071489456,Stacking,0.3102383053839365,3.3563611246500992e-06
IND,2022,23.84,22.93788067966077,Stacking,0.8676081200353046,4.833763432051851e-06
IND,2022,6.75,6.774170498350244,Stacking,0.11341571050308916,2.7995265431413485e-06
IND,2022,7.02,4.364292876774815,Stacking,0.12533097969991172,2.4962383809199708e-06
IND,2022,11.66,9.594664974957006,Stacking,0.33009708737864074,3.1544916993414336e-06
IND,2022,8.87,9.169520635293487,Stacking,0.20697263901147397,3.1009863908971498e-06
IND,2022,7.14,5.777708648903159,Stacking,0.1306266548984996,2.674119725659491e-06
IND,2022,21.19,20.40726202921907,Stacking,0.7506619593998236,4.51527975765105e-06
IND,2023,8.46,10.350634836235628,Stacking,0.18887908208296564,3.2496320947993805e-06
IND,2023,7.25,9.077153862968576,Stacking,0.13548102383053842,3.0893618385223994e-06
IND,2023,11.81,14.116889702124938,Stacking,0.3367166813768756,3.7236231831875748e-06
IND,2023,25.17,23.803375617686463,Stacking,0.9263018534863195,4.942687788548475e-06
IND,2023,8.55,2.4623982474717767,Stacking,0.1928508384819065,2.256880945631229e-06
IND,2023,6.55,7.3526350853891556,Stacking,0.10458958517210945,2.8723275268686824e-06
IND,2023,24.31,24.85142677345666,Stacking,0.8883495145631067,5.074587228628646e-06
JPN,2007,0.0,-27.85900577884149,Stacking,0.0,7.020828608081696e-12
JPN,2007,0.01,-27.96571648453664,Stacking,0.002976190476190476,0.0
JPN,2007,0.06,-27.865594895854883,Stacking,0.017857142857142856,6.5873101440411846e-12
JPN,2007,0.0,-27.79693879337356,Stacking,0.0,1.1104408267235177e-11
JPN,2007,1.13,-26.858593421453406,Stacking,0.3363095238095238,7.284106335279349e-11
JPN,2007,1.46,-26.838968752017536,Stacking,0.43452380952380953,7.413223127921625e-11
JPN,2007,3.31,-25.02445809325127,Stacking,0.9851190476190477,1.935145206169791e-10
JPN,2008,3.25,15199161161.11615,Stacking,0.9672619047619048,1.0
JPN,2008,1.49,15199161159.355286,Stacking,0.44345238095238093,0.9999999998841473
JPN,2008,0.01,15199161157.96466,Stacking,0.002976190476190476,0.9999999997926537
JPN,2008,0.01,15199161157.913116,Stacking,0.002976190476190476,0.9999999997892625
JPN,2008,0.07,15199161158.01648,Stacking,0.020833333333333336,0.9999999997960631
JPN,2008,0.0,15199161157.953064,Stacking,0.0,0.9999999997918908
JPN,2008,1.02,15199161159.042269,Stacking,0.30357142857142855,0.9999999998635529
JPN,2009,0.02,0.1548185365812537,Stacking,0.005952380952380952,1.850137298452887e-09
JPN,2009,0.97,1.564333844969131,Stacking,0.28869047619047616,1.942873686392531e-09
JPN,2009,0.02,0.2381432004505108,Stacking,0.005952380952380952,1.8556194867679312e-09
JPN,2009,0.0,0.2305335053630097,Stacking,0.0,1.855118821304039e-09
JPN,2009,0.07,0.2888874077600837,Stacking,0.020833333333333336,1.8589581057007987e-09
JPN,2009,1.39,1.657221580859665,Stacking,0.41369047619047616,1.9489850589041443e-09
JPN,2009,3.26,3.597077667651985,Stacking,0.9702380952380951,2.0766142130831125e-09
JPN,2010,3.32,3.036188342626517,Stacking,0.988095238095238,2.0397115631244834e-09
JPN,2010,1.23,1.2510920789567228,Stacking,0.36607142857142855,1.9222645381562834e-09
JPN,2010,0.06,-0.0933845607196863,Stacking,0.017857142857142856,1.8338072461418928e-09
JPN,2010,0.0,-0.1743981524984018,Stacking,0.0,1.8284771104343439e-09
JPN,2010,0.02,-0.1677254503683116,Stacking,0.005952380952380952,1.8289161282226995e-09
JPN,2010,0.93,0.7428208520218353,Stacking,0.2767857142857143,1.8888237962224457e-09
JPN,2010,0.01,-0.1516135879524121,Stacking,0.002976190476190476,1.8299761776698672e-09
JPN,2011,0.01,-0.0477619667733344,Stacking,0.002976190476190476,1.8368088982316887e-09
JPN,2011,0.0,-0.0531033918200454,Stacking,0.0,1.836457469295561e-09
JPN,2011,0.01,-0.0013320190957868,Stacking,0.002976190476190476,1.839863668629867e-09
JPN,2011,1.18,1.1981094388777087,Stacking,0.35119047619047616,1.9187786457823627e-09
JPN,2011,3.33,3.2595979581368746,Stacking,0.9910714285714286,2.0544103752978056e-09
JPN,2011,0.01,-0.0334956528327074,Stacking,0.002976190476190476,1.8377475233152147e-09
JPN,2011,0.76,0.911100978465942,Stacking,0.2261904761904762,1.899895468162144e-09
JPN,2012,2.8,3.234402159558951,Stacking,0.8333333333333333,2.0527526654897126e-09
JPN,2012,1.17,1.1110605091273669,Stacking,0.3482142857142857,1.913051426453123e-09
JPN,2012,0.76,0.6889602521728837,Stacking,0.2261904761904762,1.8852801401496594e-09
JPN,2012,0.01,0.0274450643365772,Stacking,0.002976190476190476,1.8417570022865319e-09
JPN,2012,0.01,0.0224801804330603,Stacking,0.002976190476190476,1.8414303471611763e-09
JPN,2012,0.01,0.0345990372236831,Stacking,0.002976190476190476,1.8422276843720831e-09
JPN,2012,0.0,0.0195110415613248,Stacking,0.0,1.8412349982971964e-09
JPN,2013,0.01,0.0308151915575409,Stacking,0.002976190476190476,1.8419787334188647e-09
JPN,2013,0.01,0.043402039552616,Stacking,0.002976190476190476,1.8428068612239777e-09
JPN,2013,0.86,0.5936920827155703,Stacking,0.25595238095238093,1.8790121515236985e-09
JPN,2013,0.0,0.0243242018841865,Stacking,0.0,1.841551671057159e-09
JPN,2013,0.01,0.0330628947598665,Stacking,0.002976190476190476,1.8421266167904774e-09
JPN,2013,1.21,0.8328171179681415,Stacking,0.3601190476190476,1.894744929949941e-09
JPN,2013,2.9,2.509374846664214,Stacking,0.863095238095238,2.0050508677473773e-09
JPN,2014,0.01,0.0290395528237275,Stacking,0.002976190476190476,1.8418619086341463e-09
JPN,2014,0.0,0.0081482693296467,Stacking,0.0,1.840487406236666e-09
JPN,2014,3.36,2.9246420027292808,Stacking,1.0,2.0323725831301557e-09
JPN,2014,1.41,1.2130570836180288,Stacking,0.4196428571428571,1.919762097734373e-09
JPN,2014,0.85,0.8483010744213374,Stacking,0.25297619047619047,1.895763667514506e-09
JPN,2014,0.01,0.0148657945083077,Stacking,0.002976190476190476,1.840929373072539e-09
JPN,2014,0.02,0.0349452130705559,Stacking,0.005952380952380952,1.842250460355742e-09
JPN,2015,1.52,1.4446053455869907,Stacking,0.4523809523809524,1.934996376724406e-09
JPN,2015,0.01,0.0675239927466875,Stacking,0.002976190476190476,1.844393919410544e-09
JPN,2015,0.0,0.0566052847843371,Stacking,0.0,1.8436755437168777e-09
JPN,2015,2.91,3.3128307298535056,Stacking,0.8660714285714286,2.0579127246086915e-09
JPN,2015,0.02,0.0560946347660582,Stacking,0.005952380952380952,1.8436419464668765e-09
JPN,2015,0.85,0.8955999131181588,Stacking,0.25297619047619047,1.89887560495029e-09
JPN,2015,0.02,0.0705601494229499,Stacking,0.005952380952380952,1.8445936775839386e-09
JPN,2016,1.09,1.507277099853781,Stacking,0.3244047619047619,1.9391197460003246e-09
JPN,2016,0.0,0.0506023664506798,Stacking,0.0,1.8432805930838147e-09
JPN,2016,0.96,0.9115019048291486,Stacking,0.2857142857142857,1.899921846352244e-09
JPN,2016,0.02,0.077132465267549,Stacking,0.005952380952380952,1.8450260906469253e-09
JPN,2016,0.0,0.0610388228957624,Stacking,0.0,1.8439672399530235e-09
JPN,2016,0.0,0.0680065234394506,Stacking,0.0,1.844425666602824e-09
JPN,2016,3.35,3.07398400335538,Stacking,0.9970238095238095,2.0421982569794056e-09
JPN,2017,0.06,-0.0031298335502968,Stacking,0.017857142857142856,1.83974538483564e-09
JPN,2017,0.94,0.8897121812376054,Stacking,0.27976190476190477,1.89848823279157e-09
JPN,2017,0.02,0.028009929122548,Stacking,0.005952380952380952,1.8417941664944078e-09
JPN,2017,3.19,3.121744579200137,Stacking,0.9494047619047619,2.0453405735356025e-09
JPN,2017,0.01,0.0122120638497847,Stacking,0.002976190476190476,1.8407547758940823e-09
JPN,2017,0.0,0.0097216554634123,Stacking,0.0,1.8405909241949399e-09
JPN,2017,1.12,1.1053381737177088,Stacking,0.33333333333333337,1.9126749362416915e-09
JPN,2018,1.16,1.111043955576291,Stacking,0.34523809523809523,1.9130503373436075e-09
JPN,2018,3.17,3.095097578522421,Stacking,0.9434523809523809,2.0435873846361483e-09
JPN,2018,0.02,0.0213211169137032,Stacking,0.005952380952380952,1.8413540887739577e-09
JPN,2018,0.95,0.9322703425391738,Stacking,0.28273809523809523,1.90128826634422e-09
JPN,2018,0.01,0.0071423528788853,Stacking,0.002976190476190476,1.8404212238705311e-09
JPN,2018,0.64,0.0311054332363165,Stacking,0.19047619047619047,1.8419978293199584e-09
JPN,2018,0.0,-0.0009424247800501,Stacking,0.0,1.8398893012493839e-09
JPN,2019,0.49,0.7124666726176813,Stacking,0.14583333333333334,1.8868267005257465e-09
JPN,2019,0.0,0.072060681671538,Stacking,0.0,1.8446924022589336e-09
JPN,2019,1.16,1.180212108537246,Stacking,0.34523809523809523,1.917601124857503e-09
JPN,2019,3.06,3.1479373675171662,Stacking,0.9107142857142857,2.047063878393758e-09
JPN,2019,0.01,0.060265871350015,Stacking,0.002976190476190476,1.8439163850712222e-09
JPN,2019,0.98,0.96344180305176,Stacking,0.2916666666666667,1.9033391335022693e-09
JPN,2019,0.02,0.0724892986728725,Stacking,0.005952380952380952,1.8447206023020809e-09
JPN,2020,1.09,1.1223272859039906,Stacking,0.3244047619047619,1.91379270267465e-09
JPN,2020,0.0,0.003693925558898,Stacking,0.0,1.840194341131603e-09
JPN,2020,0.01,0.0013038848463386,Stacking,0.002976190476190476,1.8400370929333093e-09
JPN,2020,0.79,0.9203984970997596,Stacking,0.23511904761904762,1.900507180776949e-09
JPN,2020,0.01,0.0185281727481598,Stacking,0.002976190476190476,1.8411703323066897e-09
JPN,2020,0.02,0.5239191522690656,Stacking,0.005952380952380952,1.874421573821514e-09
JPN,2020,3.04,3.054705861754131,Stacking,0.9047619047619048,2.040929888195009e-09
JPN,2021,3.1,3.128882858089858,Stacking,0.9226190476190477,2.0458102230643445e-09
JPN,2021,0.57,0.8720616753541284,Stacking,0.16964285714285712,1.8973269512139946e-09
JPN,2021,0.01,0.0348025378755487,Stacking,0.002976190476190476,1.8422410733117314e-09
JPN,2021,0.01,0.0147560918913884,Stacking,0.002976190476190476,1.8409221553968032e-09
JPN,2021,0.01,0.0326851642699138,Stacking,0.002976190476190476,1.8421017647288897e-09
JPN,2021,0.0,0.0288738370344183,Stacking,0.0,1.8418510056779076e-09
JPN,2021,1.01,1.1134875153971575,Stacking,0.3005952380952381,1.9132111067301853e-09
JPN,2022,0.01,-0.0127504947108909,Stacking,0.002976190476190476,1.8391124116708114e-09
JPN,2022,0.56,0.5600124250840496,Stacking,0.16666666666666669,1.8767962622905664e-09
JPN,2022,0.01,0.0019903705474206,Stacking,0.002976190476190476,1.8400822589587592e-09
JPN,2022,1.01,1.0016564042800504,Stacking,0.3005952380952381,1.905853390753238e-09
JPN,2022,2.71,3.052950693748301,Stacking,0.8065476190476191,2.0408144102430353e-09
JPN,2022,0.0,0.0312395948932036,Stacking,0.0,1.8420066562318661e-09
JPN,2022,0.01,-0.0161355322961989,Stacking,0.002976190476190476,1.8388896995393197e-09
JPN,2023,2.67,2.816863575650832,Stacking,0.7946428571428571,2.0252815058175558e-09
JPN,2023,0.0,-0.0765125979263324,Stacking,0.0,1.8349173049526036e-09
JPN,2023,1.14,0.9730810728865882,Stacking,0.33928571428571425,1.903973330989546e-09
JPN,2023,0.01,-0.0134787676186669,Stacking,0.002976190476190476,1.839064496335306e-09
JPN,2023,0.01,-0.0416360100311709,Stacking,0.002976190476190476,1.8372119439436167e-09
JPN,2023,0.68,0.5232314083387154,Stacking,0.20238095238095238,1.8743763250132543e-09
