Partner,HS code,Product Name,Year,TariffRate
St. Lucia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2016,3.49
St. Lucia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2023,16.26
Saint Pierre and Miquelon,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2015,5
Sao Tome and Principe,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,16
Saudi Arabia,73,ARTICLES OF IRON OR STEEL,2012,5
Saudi Arabia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2012,3.4
Saudi Arabia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2012,3.74
Senegal,39,PLASTICS AND ARTICLES THEREOF,2015,5.31
Senegal,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,9.97
Singapore,39,PLASTICS AND ARTICLES THEREOF,2014,0
Singapore,73,ARTICLES OF IRON OR STEEL,2015,0
Singapore,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,0
Singapore,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2017,0
Singapore,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2018,0
Singapore,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2012,0
Slovak Republic,39,PLASTICS AND ARTICLES THEREOF,2013,5.93
Slovak Republic,73,ARTICLES OF IRON OR STEEL,2016,2.55
Slovak Republic,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2014,1.3
Slovak Republic,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2012,0.69
Slovak Republic,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2015,2.36
Vietnam,73,ARTICLES OF IRON OR STEEL,2012,9.28
Vietnam,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2014,3.23
Vietnam,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,0.81
Vietnam,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2012,0.16
Vietnam,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2014,13.17
Slovenia,39,PLASTICS AND ARTICLES THEREOF,2016,6.26
Slovenia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2014,2.49
Slovenia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2012,9.37
Slovenia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2015,0.74
South Africa,39,PLASTICS AND ARTICLES THEREOF,2013,3.46
South Africa,73,ARTICLES OF IRON OR STEEL,2016,6.01
South Africa,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2014,2.59
South Africa,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2012,0.19
South Africa,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2015,9.77
Zimbabwe,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2014,4.32
Zimbabwe,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,11.38
Spain,39,PLASTICS AND ARTICLES THEREOF,2013,6
Spain,73,ARTICLES OF IRON OR STEEL,2016,2.76
Spain,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2014,1.68
Spain,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2012,0.5
Spain,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2015,2.62
Solomon Islands,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2008,10
Djibouti,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2006,33
Djibouti,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2006,33
"Gambia, The",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2008,10.35
"Gambia, The",90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2007,20
Seychelles,39,PLASTICS AND ARTICLES THEREOF,2007,0.21
Seychelles,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2006,0
Seychelles,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2005,14.74
Antigua and Barbuda,39,PLASTICS AND ARTICLES THEREOF,2013,14.16
Antigua and Barbuda,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2006,8.04
Antigua and Barbuda,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2008,10.48
Antigua and Barbuda,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2013,16.6
Antigua and Barbuda,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2006,18.14
Armenia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2005,1.65
Bhutan,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2005,10
Belize,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2005,8.06
Cape Verde,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2005,15.66
Eritrea,39,PLASTICS AND ARTICLES THEREOF,2006,8.9
Georgia,39,PLASTICS AND ARTICLES THEREOF,2006,10.86
Georgia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2006,11.97
Grenada,39,PLASTICS AND ARTICLES THEREOF,2009,12.75
Grenada,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2009,7.27
Grenada,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2009,14.87
Grenada,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2009,17.93
Haiti,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2008,0.78
Liberia,39,PLASTICS AND ARTICLES THEREOF,2011,6.64
Liberia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2011,8.88
Mauritania,39,PLASTICS AND ARTICLES THEREOF,2009,12.84
Mauritania,73,ARTICLES OF IRON OR STEEL,2011,6.49
Mauritania,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2007,10.39
Mauritania,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2009,8.2
Mauritania,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2011,0.26
St. Kitts and Nevis,39,PLASTICS AND ARTICLES THEREOF,2007,13.71
St. Kitts and Nevis,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2007,8.12
St. Kitts and Nevis,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2007,24.04
St. Kitts and Nevis,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2007,20.18
St. Lucia,73,ARTICLES OF IRON OR STEEL,2007,9.05
St. Lucia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2006,24.77
St. Vincent and the Grenadines,39,PLASTICS AND ARTICLES THEREOF,2006,0.01
St. Vincent and the Grenadines,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2006,5.54
Suriname,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2007,6.21
Ukraine,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2006,3.41
Venezuela,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2005,23.36
Afghanistan,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2007,5
Albania,73,ARTICLES OF IRON OR STEEL,2006,10.66
Albania,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2006,0.17
Albania,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2006,0.09
Algeria,39,PLASTICS AND ARTICLES THEREOF,2006,6.29
Algeria,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2006,10.11
Angola,39,PLASTICS AND ARTICLES THEREOF,2011,9.98
Angola,73,ARTICLES OF IRON OR STEEL,2013,7.18
Angola,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2006,3.21
Angola,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2011,6.04
Angola,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,1.99
Antigua and Barbuda,39,PLASTICS AND ARTICLES THEREOF,2011,14.1
Antigua and Barbuda,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2011,16.55
Azerbaijan,73,ARTICLES OF IRON OR STEEL,2005,8.2
Azerbaijan,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2008,9.7
Azerbaijan,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2007,14.87
Argentina,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2005,7.25
Argentina,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2007,19.26
Australia,39,PLASTICS AND ARTICLES THEREOF,2006,5.33
Australia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2006,5
Austria,73,ARTICLES OF IRON OR STEEL,2006,2.8
Austria,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2006,0.77
"Bahamas, The",90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2006,27.33
Bahrain,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2005,5
Bangladesh,39,PLASTICS AND ARTICLES THEREOF,2005,12.6
Bangladesh,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2007,3.94
Bangladesh,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2006,6.74
Armenia,73,ARTICLES OF IRON OR STEEL,2006,0.38
Armenia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2008,0.8
Armenia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2007,3.29
Barbados,73,ARTICLES OF IRON OR STEEL,2006,22.44
Barbados,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2011,6.48
Barbados,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2007,12.79
Barbados,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2005,27.25
Belgium,73,ARTICLES OF IRON OR STEEL,2006,2.68
Belgium,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2006,0.28
Bolivia,73,ARTICLES OF IRON OR STEEL,2007,9.7
Bolivia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2006,7.95
Bosnia and Herzegovina,39,PLASTICS AND ARTICLES THEREOF,2006,8.94
Bosnia and Herzegovina,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2006,9.93
Botswana,73,ARTICLES OF IRON OR STEEL,2005,6.35
Botswana,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2005,0.08
Brazil,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2005,8.32
Brazil,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2005,17.88
Belize,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2006,5.78
Belize,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2008,16.25
Solomon Islands,73,ARTICLES OF IRON OR STEEL,2012,10
Brunei,39,PLASTICS AND ARTICLES THEREOF,2007,0
Brunei,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2007,5.95
Brunei,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2007,11.99
Brunei,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2007,4.4
Bulgaria,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2005,2.41
Myanmar,39,PLASTICS AND ARTICLES THEREOF,2005,1.57
Myanmar,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2005,1.18
Myanmar,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2005,2.31
Myanmar,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2005,9.81
Burundi,73,ARTICLES OF IRON OR STEEL,2005,28.45
Burundi,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2005,11.23
Burundi,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2005,13.34
Cambodia,39,PLASTICS AND ARTICLES THEREOF,2005,11.25
Cambodia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2005,14.87
Cambodia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2005,28.24
Cambodia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2005,30.98
Cameroon,73,ARTICLES OF IRON OR STEEL,2005,11.64
Cameroon,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2005,14.9
Cameroon,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2005,10.35
Canada,39,PLASTICS AND ARTICLES THEREOF,2005,4.06
Canada,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2005,4.9
Cayman Islands,73,ARTICLES OF IRON OR STEEL,2016,21.82
Cayman Islands,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2016,15.26
Sri Lanka,39,PLASTICS AND ARTICLES THEREOF,2005,15.65
Sri Lanka,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2005,15.44
Chad,73,ARTICLES OF IRON OR STEEL,2005,15.14
Chad,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2005,9.45
Chile,73,ARTICLES OF IRON OR STEEL,2006,6
Chile,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2005,5.97
Chile,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2007,6
China,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2006,1.39
"Taiwan, China",39,PLASTICS AND ARTICLES THEREOF,2006,3.55
"Taiwan, China",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2006,1.49
"Taiwan, China",87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2006,31.22
"Taiwan, China",94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2006,2.96
Colombia,73,ARTICLES OF IRON OR STEEL,2007,13.88
Colombia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2006,17.43
Comoros,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2010,15
"Congo, Rep.",73,ARTICLES OF IRON OR STEEL,2005,11.35
"Congo, Rep.",85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2012,13.51
"Congo, Rep.",94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2006,16.74
"Congo, Dem. Rep.",73,ARTICLES OF IRON OR STEEL,2008,13.85
"Congo, Dem. Rep.",85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2008,8.42
"Congo, Dem. Rep.",90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2008,5.7
Costa Rica,73,ARTICLES OF IRON OR STEEL,2005,3.13
Costa Rica,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2005,0.22
Croatia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2005,0.91
Croatia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2005,5.45
Cuba,73,ARTICLES OF IRON OR STEEL,2007,13.13
Cuba,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2007,13.86
Cuba,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2007,11.02
Cyprus,73,ARTICLES OF IRON OR STEEL,2005,1.38
Cyprus,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2005,0.49
Czech Republic,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2005,1.18
Czech Republic,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2005,2.11
Benin,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2005,10.68
Denmark,39,PLASTICS AND ARTICLES THEREOF,2005,6.13
Denmark,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2005,4.13
Dominica,39,PLASTICS AND ARTICLES THEREOF,2007,15.09
Dominica,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2007,5.25
Dominica,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2007,16.44
Dominica,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2007,20.06
Dominican Republic,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2005,9.99
Ecuador,39,PLASTICS AND ARTICLES THEREOF,2005,7.52
Ecuador,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2007,4.08
Ecuador,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2006,7.58
El Salvador,73,ARTICLES OF IRON OR STEEL,2006,4.76
El Salvador,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2006,1.2
Equatorial Guinea,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2005,11.09
Ethiopia(excludes Eritrea),94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2006,28.49
Estonia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2006,1.06
Fiji,39,PLASTICS AND ARTICLES THEREOF,2006,14.52
Fiji,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2006,16.5
Finland,73,ARTICLES OF IRON OR STEEL,2006,1.86
Finland,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2006,0.7
France,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2006,1
France,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2006,1.24
Djibouti,39,PLASTICS AND ARTICLES THEREOF,2009,21.78
Gabon,39,PLASTICS AND ARTICLES THEREOF,2006,18.51
Gabon,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2006,20.68
Georgia,39,PLASTICS AND ARTICLES THEREOF,2010,0
Georgia,73,ARTICLES OF IRON OR STEEL,2012,6.47
Georgia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2008,0
Georgia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2010,0
Georgia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2012,0
Germany,39,PLASTICS AND ARTICLES THEREOF,2006,5.82
Germany,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2006,9.19
Ghana,73,ARTICLES OF IRON OR STEEL,2007,10.11
Ghana,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2009,5.48
Ghana,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2008,19.53
Greece,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2005,1.95
Guatemala,39,PLASTICS AND ARTICLES THEREOF,2005,1.74
Guatemala,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2005,9.53
Guinea,39,PLASTICS AND ARTICLES THEREOF,2009,6.72
Guinea,73,ARTICLES OF IRON OR STEEL,2010,15.58
Guinea,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2011,6.52
Guinea,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2012,10.67
Guinea,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2013,15.48
Guinea,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2005,18.45
Guyana,73,ARTICLES OF IRON OR STEEL,2006,5.99
Honduras,73,ARTICLES OF IRON OR STEEL,2005,3.98
Honduras,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2005,0.63
"Hong Kong, China",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2005,0
"Hong Kong, China",94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2005,0
Hungary,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2005,1.13
Iceland,39,PLASTICS AND ARTICLES THEREOF,2005,1.97
Iceland,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2005,0.34
India,73,ARTICLES OF IRON OR STEEL,2005,15
India,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2005,12.21
Indonesia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2005,2.13
Indonesia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2005,10.09
Ireland,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2005,0.96
Israel,39,PLASTICS AND ARTICLES THEREOF,2005,2.84
Israel,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2005,3.97
Italy,73,ARTICLES OF IRON OR STEEL,2005,2.17
Italy,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2005,0.75
Cote d'Ivoire,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2005,6.47
Cote d'Ivoire,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2005,19.94
Jamaica,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2006,16.32
Japan,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2006,0.05
Jordan,39,PLASTICS AND ARTICLES THEREOF,2006,2.57
Jordan,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2006,14.24
Kenya,73,ARTICLES OF IRON OR STEEL,2005,12.2
Kenya,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2007,8.85
Kenya,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2006,21.63
"Korea, Rep.",85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2005,1.32
Kuwait,39,PLASTICS AND ARTICLES THEREOF,2005,5
Kuwait,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2005,5
Kyrgyz Republic,39,PLASTICS AND ARTICLES THEREOF,2007,0
Kyrgyz Republic,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2006,0.31
Kyrgyz Republic,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2005,3.55
Lao PDR,73,ARTICLES OF IRON OR STEEL,2008,5
Lao PDR,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2008,6.67
Lao PDR,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2008,5.07
Lebanon,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2005,3.35
Lesotho,39,PLASTICS AND ARTICLES THEREOF,2006,15
Lesotho,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2006,0
Latvia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2005,1.65
Libya,39,PLASTICS AND ARTICLES THEREOF,2006,0
Lithuania,39,PLASTICS AND ARTICLES THEREOF,2006,6.16
Lithuania,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2006,8.74
Luxembourg,73,ARTICLES OF IRON OR STEEL,2006,3.06
Luxembourg,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2006,0.79
Macao,73,ARTICLES OF IRON OR STEEL,2007,0
Macao,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2006,0
Madagascar,39,PLASTICS AND ARTICLES THEREOF,2005,4.7
Madagascar,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2005,4.41
Malawi,73,ARTICLES OF IRON OR STEEL,2006,13.19
Malawi,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2006,6.54
Malaysia,73,ARTICLES OF IRON OR STEEL,2006,17.67
Malaysia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2005,14.56
Malaysia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2007,6.73
Maldives,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2006,18.24
Maldives,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2005,20.53
Mali,73,ARTICLES OF IRON OR STEEL,2005,10.23
Mali,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2005,11.15
Malta,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2005,2.27
Malta,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2005,0.79
Mauritius,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2005,16.97
Mexico,39,PLASTICS AND ARTICLES THEREOF,2005,12.82
Mexico,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2007,7.41
Mexico,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2006,10.85
Mongolia,73,ARTICLES OF IRON OR STEEL,2006,5
Mongolia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2006,4.31
Moldova,73,ARTICLES OF IRON OR STEEL,2007,0
Moldova,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2006,4.17
Morocco,39,PLASTICS AND ARTICLES THEREOF,2005,29.34
Morocco,39,PLASTICS AND ARTICLES THEREOF,2013,6.97
Morocco,73,ARTICLES OF IRON OR STEEL,2011,23.73
Morocco,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2009,6.85
Morocco,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2007,10.68
Morocco,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2005,20.88
