Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Latin America & Caribbean,LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.016514985,4.498307893,2.151613667,7.459557293,5.587778565,4.780290838,4.269674772,7.1234371,6.573531116,6.584957815,6.645938034,6.938797894,7.952900079,6.065501,3.58989236,5.504864789,4.919709287,4.448063437,7.145616913,6.261852954,1.15052676,-0.08675448,-2.523842227,3.920338059,3.044132669,3.551116228,3.342493996,0.795822693,1.214085905,-0.180493256,3.181554593,2.676984621,4.267749811,5.0383078,0.947891839,3.897516195,5.464109864,2.926278532,0.534894062,3.62741847,0.531563888,0.214244416,2.210472638,5.722198637,4.096029298,5.261789374,5.286686998,3.690772137,-2.306068682,6.162685213,4.396554042,2.644015591,2.715788502,1.195508212,0.238232861,-0.729799173,1.553292273,1.217913197,0.31207932,-6.860634047,7.064042553,4.084897075,2.249542102,2.253651175,
Least developed countries: UN classification,LDC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,7.545252123,2.028425797,3.592160043,3.696624079,3.326922703,1.045328293,5.133434157,3.327579116,-0.603655651,1.739058596,-1.420748602,2.251469629,5.623197748,0.529922548,3.881502745,1.953217547,1.538402051,1.824539984,1.98311807,2.364028584,0.995613197,1.650893715,2.365150155,1.687878113,3.309207044,4.191650071,2.887529681,1.743348283,-0.115917211,1.829893559,0.260336714,-0.546403388,0.679133225,5.804889919,5.632913923,5.34081426,4.037002947,4.018631044,4.271984851,4.899975263,5.421749176,5.154894523,6.545204434,7.405011431,6.859422178,7.255578468,6.454265567,4.226858174,6.338511998,3.332991557,3.307368312,5.792299761,5.349502298,2.750627719,3.656909675,4.498709634,4.659419088,4.91325561,-0.084161467,2.868041579,4.750999015,3.028799499,3.856458097,
Low income,LIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,2.65504924,1.087556903,0.729375043,-0.5626667,1.949746809,1.800108637,4.051472216,3.954160975,-0.036501543,-3.483496463,2.133714436,0.46150485,-0.009612883,1.626079744,4.776792762,5.066483012,6.313605069,4.727978617,2.347644696,2.838268423,4.03284977,5.276632142,5.676851161,5.713816432,6.041696529,5.269444545,5.62739737,4.987542131,3.287623425,6.494638309,-0.130377123,-4.400204708,2.549385677,2.859488608,-2.062946941,0.504076624,1.884833577,2.846889713,3.010329147,-1.150430223,1.279329139,3.357591423,-0.209388254,2.326161723,
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,1.669222066,1.669219529,1.669225679,1.669222463,1.669232251,4.758672107,4.758677085,4.758676842,4.758671428,4.758672511,4.814820236,-1.590106886,0.538599964,4.285709435,7.020554436,4.000000044,9.230767957,5.633798307,4.491985302,2.252870996,1.801170059,3.608293844,4.332101206,6.866144132,5.8755504,6.9053018,7.225134855,7.761262837,10.4109232,3.220193082,-0.733092455,-0.993919947,-1.937565341,3.039172103,4.828076777,8.644968573,3.325963509,1.798088478,-1.15748292,,,,,,,,,,,,,,,,
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,3.818019558,2.516748594,3.906433837,2.536953536,5.023789438,6.43902442,5.801094166,7.716819662,3.846629857,1.306905397,-0.410479911,7.057398935,3.845830836,6.126233161,3.335106692,5.100590264,5.653836858,6.403556926,5.846026516,5.699524767,4.141495702,4.81399097,5.099146558,4.999406369,4.355546917,1.725610693,2.472685038,2.299301412,6.399995311,4.599987244,4.399991252,6.900063251,5.599918725,5.500085234,3.799967206,6.405399696,4.698423048,4.300540498,6.000033158,-1.545408134,3.964675685,5.940269078,5.445061279,6.241748044,7.668291901,6.796826119,5.950088145,3.538912053,8.015967371,8.669483012,8.632181377,4.05174633,6.377978897,4.205955474,5.05362489,6.460681271,2.310084255,-0.220483887,-4.624515037,4.207476495,-7.349193013,-2.32984819,5.00871931,
Lower middle income,LMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.275613942,3.7735817,6.118887994,6.530650973,2.027943988,1.372963916,1.606694231,3.876270997,7.92890541,7.22764759,4.808543767,1.689316373,4.551556466,4.901376215,3.515847534,5.458435962,5.663544169,3.765915464,1.525836195,5.278542157,2.01966176,2.239230986,2.279110267,2.675376767,3.956475152,3.844467338,3.605652806,6.727953432,3.673091866,5.126233366,2.187775452,3.68161714,2.285208204,4.043358093,5.177787279,6.430390778,4.048651305,4.55821031,5.4158777,4.20976465,4.338055802,4.529332893,5.947379958,7.111221914,6.702478149,6.980796391,6.886926081,4.590188093,5.966389244,6.866857066,4.756594801,5.178241419,5.672990677,6.118659585,5.917039228,5.685101771,5.441132482,5.423495811,4.064076805,-3.977383561,6.490616658,6.240894002,6.042005955,5.173249788,
Low & middle income,LMY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,0.983006184,3.578497287,4.80139438,7.860824407,6.073931197,4.926157626,3.19458535,6.092354991,8.20101365,7.961631902,6.173589886,6.150843187,6.861127823,6.036719207,4.268365718,6.241830517,4.562054437,3.668698266,4.587056542,4.72410139,1.924011602,2.882720032,1.601404592,4.671456514,4.492611025,3.673506365,4.641772949,4.123427058,3.054141131,3.13410969,2.891291465,4.270031598,5.013939827,5.163085937,4.623674299,6.257476994,5.676161825,3.33046403,3.688412164,5.574657322,3.656849231,4.801817977,5.937543982,7.685289494,7.368790972,8.221003745,8.841234749,5.942699056,4.014619622,8.164452406,6.354818546,5.490518265,5.621090788,5.177911433,4.694238192,4.7358934,5.334144523,4.992533717,4.157954442,-1.121388032,7.386517028,3.999850016,4.822675455,4.360750375,
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.864795158,15.33181434,10.61506996,8.25111816,2.154105552,-0.405521384,10.91206153,-0.367120036,1.547536683,2.177071168,5.1137177,-0.20270835,26.40488108,10.98008895,-13.51349755,11.04912916,21.80903497,18.31687487,2.893918779,-2.744779231,0.694638132,4.457203895,1.986165363,5.534897821,2.610249331,4.684856026,0.729728232,8.601919077,5.795244404,6.04547333,6.966607296,6.956364954,3.509766158,5.979873535,3.290938123,5.597036059,3.703603436,1.537655894,0.476025052,3.875546776,3.561581834,0.723836067,4.559777164,1.692374174,3.466122228,4.230095228,4.1879141,5.52341967,-1.253757799,5.269670781,4.616413945,6.334083747,1.792525556,1.710549905,3.12406678,3.608907317,-3.138174937,-1.480633158,-1.417993831,-8.155957855,2.266709618,2.387780202,1.826624767,2.854522532,
Late-demographic dividend,LTE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-3.710770036,2.980591781,4.139928903,7.190436887,6.666076412,7.702582679,1.764842023,5.179495242,9.974767351,10.83697039,8.503379237,7.881014522,9.816070537,4.956518163,4.344652398,6.603622511,6.331649361,6.66355955,7.762749462,7.291875725,0.140420428,1.941057572,1.753891131,7.827348351,7.241609538,5.791139256,6.447585353,5.135967294,4.728645109,0.244621085,0.509801791,0.825047278,4.344032192,4.465212827,5.69107472,5.116078317,5.646710725,2.874822592,4.663627349,7.03020261,5.1948582,6.052039094,6.880899316,8.200350908,7.796484562,9.291463678,10.20586951,6.956886411,3.74138026,8.034400862,7.170182805,5.885961349,5.639820524,5.291024481,4.70788935,4.45093233,5.262208668,5.43978542,4.747055799,0.236064722,7.592655242,3.287003765,4.428049512,4.487550054,
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.675662997,-21.25897056,-16.22686238,-9.766052037,3.290080184,5.026943768,8.300630373,7.462937149,-1.09700818,3.418622066,6.484126652,6.719839451,10.55189596,6.502035361,7.731446758,7.395481225,11.07792826,2.599461546,-14.83861179,0.427199567,6.323636648,4.382905844,4.046913186,3.772543796,2.832806433,2.671922151,4.612243103,4.918367801,4.677351835,0.042815834,6.380016062,2.53752574,0.342262716,2.772631245,
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.829983122,1.358677671,3.43910854,7.865828819,-0.734933604,1.105904112,0.216730812,4.183872427,9.972857943,1.759933831,2.667234339,6.598193438,8.31268135,4.21246621,-6.571371117,2.534328757,1.569778572,4.074970925,2.345608803,0.840887799,-0.550956987,1.131298397,2.989081326,6.186939615,2.791703946,9.983934806,3.950975753,8.463285279,9.798059975,5.319933368,8.644190715,1.819652973,4.200646955,3.820921687,1.432200198,1.398075498,5.419830841,6.674512907,8.175181849,6.938129761,3.07435551,3.225417823,2.619378614,4.231889288,2.482874985,6.016715401,8.09866723,-0.300175625,-3.238954091,3.760414543,1.044298553,1.649902128,3.1717899,2.623086792,2.269784233,4.978190115,1.317187138,1.611295613,2.749319291,-0.510051634,6.929734258,-1.097416897,0.099439994,0.358612539,
Latvia,LVA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.59522179,-32.11857046,-4.982979843,2.189911787,-0.944760634,2.299961038,9.171476341,6.550002648,2.818404559,5.841026424,6.460578267,7.665487786,8.429132571,8.725143417,11.61531786,12.82501785,10.41453728,-3.388716658,-16.04001953,-3.661258596,3.036344827,7.305240572,2.096090282,2.094959771,3.783367121,2.55168602,3.398948726,4.309712863,0.675372772,-3.469227508,6.942541731,1.90853419,-0.941606069,-0.046108011,
"Macao SAR, China",MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,10.02357608,8.459039812,0.732261858,6.694997042,14.2932174,7.810824611,5.024923336,7.979436998,3.659389649,13.29895454,5.186238777,4.25357493,3.296124257,-0.419861406,-0.278986193,-4.571103419,-2.358592133,5.747145935,2.888240107,8.904809049,11.64335514,26.63687423,8.0779493,13.39217119,14.48177281,3.392515608,1.298379469,25.10310752,21.62230644,9.217474796,10.78167116,-2.03874228,-21.75400788,-0.701510213,9.918558445,6.359170306,-2.460909401,-54.40209258,22.462202,-18.95694149,75.30841843,7.84960207,
St. Martin (French part),MAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-8.00000324,-7.999995069,6.500003637,-12.50000225,4.899999671,,,,
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,10.02884136,9.891739307,8.362165357,4.713460375,5.59689366,2.437237347,3.559310832,5.596049944,7.558221561,10.81278134,6.059167679,2.232663389,4.793787205,3.642164813,-1.743434931,8.957372023,1.386569577,6.418386321,6.007652071,9.271105769,-0.325004076,11.87523598,2.846202581,3.411812226,7.216088154,-2.097738754,-0.7405917,10.58800042,-5.405447872,12.37287627,-1.560702346,7.238552677,1.697061477,2.582180915,7.721825196,3.730197375,6.17110215,4.571380165,3.19224973,7.79082001,3.441067767,5.684539363,3.745769401,3.499557094,5.524645233,3.062343685,4.122212869,2.71924408,4.344582976,0.521185506,5.057898162,3.06564133,2.890974761,-7.178207442,8.154738898,1.812692422,3.65564411,3.79336516,
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,5.228060023,4.648309621,6.553757506,4.474611051,-0.972637495,4.411628785,3.55323608,3.953551304,3.534204929,1.685457434,0.922378366,2.432389475,1.194973349,1.484515631,1.708699684,2.452364683,2.48457417,4.598601475,4.16365931,2.643454171,1.015129113,1.366639527,-0.913919722,2.215624227,2.117153022,1.110731797,2.237249277,3.503265996,3.300538996,3.910229928,2.18773369,1.026497573,1.087536547,2.470482605,1.895414109,5.817648497,14.43751444,0.746871215,-11.33698658,2.065219627,7.022356946,1.012218412,9.577098324,7.187027775,4.910371765,3.008443588,-3.206183238,5.697901212,7.12088952,-13.23910483,22.23221559,11.26629552,5.443950888,8.510537589,
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.00000027,-29.09999992,-1.199999933,-30.90000023,-1.399999055,-5.877060286,1.64706456,-6.542192077,-3.368254477,2.107716082,6.100000399,7.799999658,6.599999958,7.399999734,7.500000149,4.799999837,3.000000226,7.800000145,-6.000000264,7.100000107,5.818166147,-0.589733955,9.043865607,4.999625854,-0.338235622,4.646014363,4.175612051,4.075595466,3.552314085,-8.27597832,13.92999979,-4.600000026,1.200000049,0.103059364,
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.048632751,2.271069701,-0.929401623,3.962518847,-0.452253863,2.064552408,5.52856561,6.828786098,3.721222168,5.276455575,3.929365031,-1.272621531,-2.61847833,2.00687938,1.258691635,-3.068858391,2.364000358,-2.661805964,9.854650294,0.952707585,-9.800000001,-1.9,0.899999999,1.760181943,1.156344139,1.960224882,1.174913261,3.40692921,4.074880657,3.12890505,-6.306351592,1.180884948,2.099923181,-0.042101303,1.678592321,2.154204472,3.693492617,3.917074605,4.699227037,4.45685894,5.98023577,-12.40797111,9.784892125,5.257003622,4.755845095,5.398508449,5.710564199,6.712632539,-3.978708612,0.619239745,1.578427054,3.011148116,2.300376228,3.339203112,3.132298075,3.993146062,3.933307595,3.194356517,4.411232129,-7.137671621,4.650683432,4.156097784,4.203046158,4.2,
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,5.207226367,2.424242418,1.577909286,5.728155315,-7.988980692,0.598802386,11.25235403,14.68472285,10.66420662,18.57285761,11.76470589,-3.012211664,16.25629546,26.95547533,15.41604359,9.360589095,8.829155697,8.730341781,9.326808333,16.95229745,1.442696054,6.670825444,5.556769079,7.749486233,12.98578431,7.858646999,8.397941005,7.494682914,6.175655929,3.845810408,-3.943634523,7.268386561,13.75004964,5.924892511,-11.17730971,23.63027199,7.133380247,8.97645459,-8.340698616,6.785467823,8.843426005,2.38928798,6.974962264,7.860686431,3.868135365,6.375283067,7.074428632,8.568955583,6.923059891,-32.90882878,37.50787012,13.82608952,4.942863012,3.494404227,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.139368575,5.441034328,10.55384101,9.56608663,11.80334075,6.644598522,7.747776791,12.27560741,10.4139864,17.42155974,8.952764408,13.55388496,11.14310675,8.690022379,0.115202516,13.85085969,3.791065848,-0.248347879,5.603410626,1.446166481,0.534867782,-1.271606843,-0.400721018,0.118276336,0.600999195,-1.515389755,0.994706,2.304414817,3.877554535,8.562067777,2.217809213,6.275867106,2.46196467,3.086427357,3.207231585,5.099919676,4.132122583,4.168937718,2.78817618,6.365211221,1.962754725,2.086215238,4.699606884,7.940703352,5.288409258,5.98815019,5.233011329,4.376540555,1.118258303,4.809665191,3.84226415,4.248199272,2.417173305,3.122064294,2.770165524,4.498466766,2.076518433,2.399952291,1.591371607,-3.58499749,5.036313617,6.446528922,2.259207061,2.112324854,
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.000000001,4.664414673,8.106886928,11.90548077,7.099999997,6.096139303,5.854924879,9.423278818,3.418620023,6.502484035,3.762467685,8.228807312,7.861119861,5.77682723,5.744485049,4.417444136,3.390639707,8.956942328,9.698170137,8.756622426,9.585841155,-0.049586366,-4.62412796,3.513413349,1.919215786,-3.929959908,2.063363226,1.218261229,3.625448735,5.250043299,3.975904971,3.568613544,2.866999455,4.394127888,-5.910299624,6.218297159,7.198876153,6.185078931,2.755030393,5.029283994,-0.450845253,-0.236588002,1.185544867,3.565441009,2.113247126,4.805013527,2.077863934,0.943331863,-6.295250558,4.971334583,3.444045058,3.55321076,0.852101559,2.503763503,2.702323426,1.772493238,1.871728533,1.972082094,-0.392690505,-8.354034582,6.048483462,3.709757092,3.353541407,1.427427691,
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,2.309911677,1.081842173,33.92275985,15.32314189,0.060260205,0.361333948,2.430242269,5.623904146,2.135328516,-7.195222674,6.436512819,4.831228932,15.50800391,3.866025043,-6.257291731,24.54249876,9.363753972,7.78904656,-1.691608643,2.67624654,0.087799312,7.140881198,6.006249776,5.877697459,8.213294318,-10.30295711,-6.445675558,-0.674095985,-1.334721578,2.454430069,6.930044462,3.63579015,-1.561675105,-0.408355471,1.791044776,0.175953079,3.68852459,-7.566346697,3.665241295,5.5391868,-0.502512563,-1.290684624,3.808982376,-1.25958379,1.885745979,2.504082744,3.558151885,5.487179487,10.45211473,-2.772887324,2.15938183,-0.700563927,-5.007917797,2.501927179,
Middle income,MIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.122737027,3.287731432,4.931317115,8.144623279,6.169183124,4.997282497,3.232046952,6.182328936,8.265969772,8.125526214,6.225409131,6.287935552,7.023725857,6.038469628,4.308781663,6.313725038,4.60694147,3.770809143,4.682501223,4.779667083,1.907140975,2.924425869,1.622275844,4.79562988,4.549417087,3.714263025,4.654368132,4.126891271,3.117143912,3.264883992,2.90771708,4.351986142,5.118847701,5.233346334,4.620738898,6.28027801,5.664097649,3.303860237,3.714287549,5.626770848,3.649649246,4.792692208,5.942577549,7.723260051,7.393874015,8.276087944,8.899548264,5.959509165,4.02815613,8.195322646,6.472827299,5.659334341,5.668527478,5.212655023,4.793235696,4.793836145,5.379439756,5.019775246,4.172223457,-1.121030963,7.461581573,4.007289984,4.880603103,4.383035285,
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.170767648,-6.565198677,-7.469271319,-1.758166181,-1.114727694,1.185103889,1.439981337,3.378735647,4.339027913,4.549135783,-3.067256625,1.493665472,2.222601657,4.67408958,4.724088642,5.137025162,6.473486858,5.47200139,-0.358614857,3.358750858,2.339886045,-0.456183224,2.925257665,3.629123513,3.85586514,2.848205194,1.081772738,2.88059671,3.910419538,-4.68845001,4.51067949,2.758884153,2.554965253,2.993735366,
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,3.708410196,0.23099942,6.136954863,2.568996024,5.844016431,-1.455115802,-1.528826102,11.62504914,13.62343853,6.348647194,-1.463476332,10.39567721,-4.325839869,2.249462084,-8.409153676,-2.301346631,-2.810594566,13.1917576,-0.762659204,-0.77158485,10.80569844,3.594960471,-5.287521373,12.65720789,-5.059181217,4.348227699,5.591688091,0.728693728,6.365695768,4.121339543,6.653260375,4.705879262,-0.736019992,15.80603174,3.036275408,9.797122561,1.477324902,2.538378349,3.689602653,1.760046079,3.63871071,5.454735626,5.576788598,2.935378971,-1.072399241,3.29068742,6.502638784,6.238878902,6.005063086,5.375547696,4.86785,4.999999116,-1.169108348,3.100941244,3.703190276,4.725411091,4.992269175,
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,2.453993612,5.838327027,4.146138373,10.03640396,19.56008086,17.01708956,12.1841698,11.16115819,10.49077317,7.049711215,3.311762074,2.284452306,-0.612390117,0.942370935,2.585279666,3.885190007,4.110514452,8.414236296,8.179105581,6.291390958,6.256493069,4.690932172,4.480749127,5.651104092,6.342492588,3.777335667,5.256980914,5.125600972,4.719975952,19.68126926,-0.757203079,2.741135145,3.693310462,0.407354471,2.881235239,2.33618945,5.036401681,4.410596606,-1.395249735,6.197350411,0.992201912,4.101673922,6.292333759,7.631363608,9.620703158,4.078003559,12.9713425,7.189214796,4.085055821,-3.457282763,13.41170429,2.483099938,10.6215185,6.799903002,
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,0.47156108,4.08687253,13.34929493,-5.89401884,10.69264951,-4.851778704,-5.925258883,12.05934018,3.291741121,4.979330597,4.129962445,2.435841373,-0.968124718,5.34237569,4.152709189,6.080396229,5.952286611,6.517817023,5.201277481,7.938538081,6.355754592,5.603876426,4.39109268,4.932728026,2.851000239,-1.057348757,-4.005631786,-11.35243948,3.695297423,2.816933273,-0.650616909,9.660942453,6.039410227,7.477958358,6.948051437,6.442715347,5.651582963,5.866213153,10.94512998,13.74593056,11.34399707,12.02551343,13.84399689,13.56466162,13.56895002,13.07610138,11.99143524,10.25530539,10.5500091,9.634439452,5.591482378,7.332670447,8.426001025,8.169907456,6.99284029,5.862472915,6.136108244,6.268862215,6.579110068,-9.04834718,-12.01637248,4.037493436,0.958446625,-0.972046414,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.748431511,2.619273714,11.22025942,10.17330208,12.22515214,7.155390384,7.57549055,12.4297662,11.04014577,8.711706992,5.557310403,11.8859914,5.459053091,7.381557907,3.118051684,15.16565772,1.682877905,-1.850696268,-0.530999906,-3.31884042,-1.439619994,10.94241326,4.752197642,0.162171496,4.359389545,-1.791321132,1.026133647,1.825101947,2.84836613,9.880115398,1.212997239,4.964883693,1.538992926,2.310109628,2.959866267,5.960258937,3.460951041,5.419689127,4.21426498,5.749205605,2.836137405,3.190850336,2.801480017,7.701095006,4.950825035,5.400408176,5.817496684,3.463283676,2.830779985,4.830369579,-0.375513449,3.556024393,1.117539645,2.396325112,1.112093735,5.566935515,3.403630744,2.100172494,1.392333814,-2.634768562,4.332162017,4.329722499,2.852652903,2.222593489,
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.900005846,-9.399998124,3.100000059,1.099838709,1.903936733,2.482659229,4.426050717,4.180604509,8.56641803,7.137550165,6.898600309,-5.994448625,2.775597825,3.409788125,-2.48732883,3.386125485,2.370308925,2.52306334,3.439305621,3.216685047,4.732921134,4.393915658,-14.9926187,13.04626074,7.739546895,6.478362835,3.164098863,
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,8.342136115,5.834037954,5.933419453,5.712872261,9.374994513,3.458648471,5.107972312,4.178195743,-3.184460178,-8.693544731,-9.256465704,-3.16879155,2.134382695,6.376426886,2.235093843,3.896713584,3.339936599,3.070369011,1.146062137,2.952710543,4.732978466,7.004634574,10.62540596,7.253665438,8.556234817,10.24801636,8.900367941,-1.268598936,6.365161679,17.29077759,12.31981985,11.64891619,7.885225482,2.379835807,1.489784487,5.636876387,7.74488062,5.602244221,-4.557751976,1.636769577,5.032709637,7.422112762,5.122045391,
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.343170899,-3.077975376,-12.70289344,-6.871463217,-6.684027778,-11.06976744,-17.57322176,1.395939086,-7.384230288,0.810810811,2.680965147,4.177545692,3.383458647,29.21212121,23.17073171,-19.49733435,-11.4474929,-29.05982906,4.969879518,16.64275466,,,
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,5.000002954,-6.899999442,-15.70000204,-6.499999879,0.999996721,-2.299996027,14.70000042,8.19999518,6.500004554,0.999992834,4.925451254,-7.576647249,10.94043503,6.440183695,2.122893806,10.69591098,11.81494594,10.3692325,11.81698653,0.766234956,12.85168202,9.668505347,7.217700866,8.204704948,6.31202378,9.910677568,7.649353938,6.878029426,5.928971875,6.679729357,7.134058423,7.994503161,6.571413897,7.702568448,7.393093699,4.696990242,2.638207373,3.484932024,2.317813948,-1.2195225,2.377435728,4.364450744,5.481490365,2.148549646,
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,0.726608379,-1.983767575,27.69088635,16.1383305,0.230961967,3.567132897,10.19644262,1.248532089,11.98593115,1.842886438,-0.732907868,-4.584756933,12.16261106,-5.134374447,8.54610493,-1.878593682,-0.504713833,4.790039838,3.371210219,3.45028842,-2.339924122,3.735342027,-3.226864452,2.994760504,5.713579355,1.900384152,1.720397976,4.77758542,-1.771304533,1.788087263,1.874125736,5.873637421,-3.060732167,9.819800396,5.81882663,-4.044696547,2.777804797,3.673178313,-3.918025852,-0.79949383,1.38148396,6.928269576,4.732757875,8.56628732,18.33319869,-1.96942275,-0.331079223,0.097875914,2.620229481,4.172783278,4.470013192,4.15081319,4.274823288,5.376339241,1.260909231,6.270545669,4.772173657,3.141004893,-0.360657384,0.742715487,6.796005005,6.80949002,6.307602133,
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,22.849095,0.806486903,13.89452561,-6.889492994,3.196979897,-3.568204548,4.384129364,-6.889655736,4.93297089,-0.402343022,4.273563448,8.346362139,11.98168633,8.811826198,0.906090279,23.75244402,6.547619054,3.830806086,3.516525747,-10.0612585,5.882352901,5.497075928,0.38379531,4.698385728,6.954475461,9.742033321,8.891039827,6.791346748,4.465148607,7.186736771,4.435446262,6.512698583,5.082062956,4.136142861,4.287736571,5.587843927,5.687477419,6.071940178,2.610932344,8.202791749,3.347540727,1.614918659,5.925445489,4.330019855,1.77754302,4.865544608,5.72701616,5.386962542,3.315076998,4.377203223,4.077538066,3.496118365,3.3604061,3.82696982,3.690556904,3.862468263,3.937983806,4.006740572,2.891284993,-14.54653815,3.403798662,8.693066753,5.007919009,4.925123049,
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.639597856,0.668364744,-1.391078518,2.661103268,13.61649342,13.24903632,7.281549943,-1.923079168,5.882359893,0.479297978,16.21856363,6.231349011,2.300661571,7.175963618,6.086823806,4.997731242,4.918031368,9.745068031,4.396153736,0.406746413,-5.290119277,2.50345375,3.718709151,5.360304026,4.570982013,-0.214802401,1.625239293,3.1772914,1.344689509,5.692294634,8.730231762,-7.332978337,9.691840595,-10.24018171,16.7288173,7.316681782,3.792419094,3.895253503,3.042278137,1.576077626,-4.974963619,1.700000031,5.705639405,5.42049755,3.268726023,4.699999764,9.599999877,7.639736399,8.328109852,6.874065854,4.932669998,1.900000001,5.410349998,5.625270001,2.8,2.499999999,4.000000001,4.353564716,5.716825192,0.79359643,4.55829212,0.921115069,1.945752817,1.673434085,
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.597994,6.421029609,7.338803527,5.35896291,7.684863475,7.816711026,3.857146492,7.977994642,4.888533653,5.98653863,10.03466058,9.388444991,11.70108161,8.318661974,0.801068092,11.56348978,7.75305838,6.653892215,9.349099931,7.441826779,6.942104201,5.943152458,6.252230811,7.761790122,-1.025250253,1.240594928,5.191932113,9.937719677,9.059600867,9.008527138,9.545467414,8.885117978,9.894943334,9.212041793,9.829085197,10.00270069,7.32274185,-7.359415188,6.137612011,8.85886817,0.517675319,5.390988307,5.788499286,6.783437724,5.332139161,5.584847067,6.298785927,4.831769889,-1.513528716,7.424847383,5.293912834,5.473454193,4.693722526,6.006721946,5.091532422,4.449781398,5.81272241,4.843086976,4.413187421,-5.456846584,3.315349544,9.03173723,3.537063804,5.10545921,
